Producto;IRC;EAN;DESCRIPCION;LOTE;ESTADO INV;ESTADO LOTE;ALMACEN;PASILLO;COLUMNA;NIVEL;DIG;STOCK
0-190-063-001;33810014001;3614227918092;MF - LASH REVIVAL MASC 01;4284;DIS;DIS;COTY;026;542;80;62;306
0-112-816-100;99350083487;3614220954011;RIM - MATCHP BASE - 100;5043;DIS;DIS;COTY;026;542;90;76;78
0-412-870-;2041287000008;2041287000008;PUNTERA RIMMEL INTERIOR;2260;SCR;DIS;COTY;026;542;95;38;1
0-361-561-002;2036156100200;2036156100200;SH - MUEBLE PARED 1MT - 2022;7085;SCR;DIS;COTY;026;551;30;24;1
0-256-129-;99350197783;3616305254979;DB CL HOM XM24 PRM SET EDT50 SG200 IV;4183;DIS;DIS;COTY;026;551;50;41;462
0-409-752-;2040975200003;2040975200003;SPINNER RIMMEL;5188;SCR;DIS;COTY;026;551;60;85;1
0-061-170-;99350051407;074170450958;SH - DIAMOND STRENGTH HDR N;5029;DIS;DIS;COTY;026;552;30;4;237
0-061-170-;99350051407;074170450958;SH - DIAMOND STRENGTH HDR N;5079;DIS;DIS;COTY;026;552;50;64;2589
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6199;SCR;DIS;COTY;026;552;60;35;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6208;SCR;DIS;COTY;026;552;60;69;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6230;SCR;DIS;COTY;026;552;60;31;1
0-112-409-002;99350217917;3616306161726;RIM - BRONZER MULTITASKER - 002;5098;DIS;DIS;COTY;026;561;30;79;1017
0-109-345-730;99350055307;3616301231097;RIM -LF EXTRM MATT LABIAL BARRA - 730;5052;DIS;DIS;COTY;026;561;40;73;1437
0-061-536-363;99350186695;3616305141828;SH - PURE RENOVATION IRISITIBLE 363;4173;DIS;DIS;COTY;026;561;50;48;576
0-109-042-001;99350200478;3616305499844;RIM - LIP OIL BRILLO LABIAL - 001;4319;DIS;DIS;COTY;026;561;60;7;720
0-112-210-090;99350062623;3616301273141;RIM - MULTITSK CORRECT - 090;4099;DIS;DIS;COTY;026;561;70;23;975
0-111-550-003;99350182090;3616304776328;RIM - T SEEKER MASC - BLACK WP 003;3331;DIS;DIS;COTY;026;561;80;74;1395
0-412-210-090;99350062637;3616301273288;RIM - TST CORRECT MULTITASKER - 090;4184;DIS;DIS;COTY;026;561;90;19;420
0-112-189-004;99350197770;3616305401021;RIM - MULTITSK BASE - 004;4312;DIS;DIS;COTY;026;562;20;81;1339
0-112-189-006;99350197767;3616305400994;RIM - MULTITSK BASE - 006;4157;DIS;DIS;COTY;026;562;30;56;861
0-109-523-740;99350105534;3616302737925;RIM - PRVCLIPS LAB LIQ - 740;5035;DIS;DIS;COTY;026;562;40;11;1265
0-112-195-004;99350238397;3616305401021;RIM - BASE PRIMERMULTI TASKER 004 LM;5083;DIS;DIS;COTY;026;562;50;53;909
0-192-202-003;99350212066;3616305711700;MF - MIR PURE LIQ FND LIGHT 03;5072;DIS;DIS;COTY;026;562;60;38;333
0-112-211-001;99350059861;3616301173045;RIM - NAT BRONZER POLVO - 001;4348;DIS;DIS;COTY;026;562;70;81;1374
0-112-088-002;34776203002;5012874032945;RIM - HIDE THE B POLVO - 002;4337;DIS;DIS;COTY;026;562;80;82;1700
0-412-816-400;99350083538;3614220954288;RML- MATCH PERFECTION REL. TST 400;3269;DIS;DIS;COTY;026;562;90;45;200
0-293-560-001;28754-;7891350043785;RISQUE - MET CHARLO DE ROMA DGEL;5111C1         ;DIS;DIS;COTY;026;562;95;77;1494
0-409-345-145;99350055318;3616301231202;RIM-TST LABIAL BARRA LF EXTR MATTE -145;4109;DIS;DIS;COTY;026;571;01;35;90
0-112-189-006;99350197767;3616305400994;RIM - MULTITSK BASE - 006;4249;DIS;DIS;COTY;026;571;02;69;96
0-061-373-;30072036000;075280025418;SH - LIMA DE UNAS;4318;DIS;DIS;COTY;026;571;03;75;717
0-061-535-263;99350128219;074170453980;SH - ID RENOVATION RACING ROSE 263;4226;DIS;DIS;COTY;026;571;04;99;288
0-412-829-210;99350122348;3616302990252;RIM-TST BASE KIND & FREE SKIN TINT - 210;2284;DIS;PAV;COTY;026;571;20;91;200
0-109-042-001;99350200478;3616305499844;RIM - LIP OIL BRILLO LABIAL - 001;4282;DIS;DIS;COTY;026;571;30;18;3597
0-256-104-;99350157667;3616303461966;DB CLASSIC EDT 100ML;4339;DIS;DIS;COTY;026;571;40;20;1260
0-111-520-005;34223421005;3614225973840;RIM - MAGNIF PALET - 005;434502;DIS;DIS;COTY;026;571;50;68;2874
0-061-217-372;99350213691;3616305721044;SH - CT RISE AND WINE  372;5094;DIS;DIS;COTY;026;571;60;72;212
0-412-900-090;99350212474;3616305715043;RIM - TST BASE CORRECT MULTITASKER - 90;4227;DIS;DIS;COTY;026;435;02;5;14
0-409-524-759;99350055189;3616300776629;RIM - TST BRILLO OH MY GLOSS PLUMP - 759;3262;DIS;DIS;COTY;026;572;02;52;240
0-409-523-210;99350105551;3616302738083;RIM -TST LABIAL LIQ LAST PROVOCALIPS-210;3227;DIS;DIS;COTY;026;572;03;79;135
0-412-900-030;99350212469;3616305714992;RIM - TST BASE CORRECT MULTITASKER -30;5008;DIS;DIS;COTY;026;572;04;90;504
0-190-070-001;33330027001;96137215;MF - FALSE LASH EPIC MSC BLACK N 001;4101;DIS;DIS;COTY;026;572;20;88;207
0-061-558-789;99350170101;074170423235;SH - MG VEG GET MOD 789;4325;DIS;DIS;COTY;026;572;40;37;285
0-112-400-210;99350227963;3616306361539;RIM - KF BASE HIDR - 210;5084;DIS;DIS;COTY;026;573;01;91;99
0-112-816-203;99350083497;3614220954073;RIM - MATCHP BASE - 203;5127;DIS;DIS;COTY;026;573;02;10;45
0-409-529-600;99350161635;3616304354557;RIM-TST LABIAL LIQ LASTING M MATTE -600;3103;DIS;DIS;COTY;026;574;01;98;117
0-112-088-002;34776203002;5012874032945;RIM - HIDE THE B POLVO - 002;4311;DIS;DIS;COTY;026;574;02;23;681
0-109-176-800;34667354800;3614220077796;RIM - OMG BRILLO LABIAL - CLEAR;4354;DIS;DIS;COTY;026;574;03;57;300
0-061-535-243;99350128209;074170453966;SH - ID RENOVATION MAKE IT SNAPPY 243;5030;DIS;DIS;COTY;026;574;04;8;429
0-409-524-759;99350055189;3616300776629;RIM - TST BRILLO OH MY GLOSS PLUMP - 759;2342;DIS;PAV;COTY;026;575;01;41;240
0-412-840-100;99350180081;3616304824937;RIM-TST BASE LASTING FINISH HB 35HS -100;4050;DIS;DIS;COTY;026;575;04;41;200
0-409-524-531;99350055188;3616300776407;RIM - TST BRILLO OH MY GLOSS PLUMP - 531;3174;DIS;DIS;COTY;026;576;01;71;240
0-109-529-900;99350161577;3616304350443;RIM - LAST MEGA MAT LAB LIQ - 900;5041;DIS;DIS;COTY;026;576;02;10;59
0-112-816-200;99350083494;3614220954059;RIM - MATCHP BASE - 200;5091;DIS;DIS;COTY;026;576;03;65;201
0-112-420-300;99350225995;3616304825149;RIM - LF BASE 35HS - 300;4142;DIS;DIS;COTY;026;581;01;7;39
0-111-172-001;34222524001;3614226353450;RIM - SCANDAL WOW MASC - BLACK WP 001;4187;DIS;DIS;COTY;026;581;02;75;168
0-109-529-940;99350161575;3616304350429;RIM - LAST MEGA MAT LAB LIQ - 940;4018;DIS;DIS;COTY;026;581;04;57;696
0-112-816-100;99350083487;3614220954011;RIM - MATCHP BASE - 100;5063;DIS;DIS;COTY;026;581;20;75;1833
0-061-121-;99350051402;074170450774;SH - HARD AS NAIL CLEAR V3;5023;DIS;DIS;COTY;026;581;30;48;1053
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5434;SCR;DIS;COTY;026;581;60;50;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5435;SCR;DIS;COTY;026;581;60;34;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5437;SCR;DIS;COTY;026;581;60;68;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5438;SCR;DIS;COTY;026;581;60;74;1
0-409-523-310;99350105543;3616302738007;RIM -TST LABIAL LIQ LAST PROVOCALIPS-310;3086;DIS;DIS;COTY;026;582;01;30;134
0-556-223-;99350183728;3616304693984;DB TRUE INSTINCT EDP 75ML TST;4204;DIS;DIS;COTY;026;524;02;21;156
0-109-529-709;99350161576;3616304350436;RIM - LAST MEGA MAT LAB LIQ - 709;4156;DIS;DIS;COTY;026;582;03;68;582
0-192-202-003;99350212066;3616305711700;MF - MIR PURE LIQ FND LIGHT 03;5006;DIS;DIS;COTY;026;582;04;31;45
0-211-108-;99350157830;3616304248788;NAUTICA PURE BLUE EDT 100ML;5013;DIS;DIS;COTY;026;582;30;46;1116
0-109-042-004;99350200481;3616305499875;RIM - LIP OIL BRILLO LABIAL - 004;5059;DIS;DIS;COTY;026;582;40;87;3960
0-209-012-;99350201070;3616305259059;NAU - FOR HER JASMINE EDP 50ML;5031;DIS;DIS;COTY;026;582;50;5;999
0-409-042-001;99350200486;3616305499899;TST OH MY GLOSS LIP OIL 001 PINK FLUSH;4137;DIS;DIS;COTY;026;583;01;8;180
0-191-027-035;99350147908;96137604;MF - CE LIPSTIPCK  MATTES LOVE 035;4158;DIS;DIS;COTY;026;583;02;25;285
0-412-210-060;99350062641;3616301273325;RIM - TST CORRECT MULTITASKER - 060;4134;DIS;DIS;COTY;026;583;03;38;84
0-061-536-363;99350186695;3616305141828;SH - PURE RENOVATION IRISITIBLE 363;4173;DIS;DIS;COTY;026;583;04;84;286
0-412-829-201;99350122354;3616302990313;RIM-TST BASE KIND & FREE SKIN TINT - 201;2286;DIS;PAV;COTY;026;584;01;83;107
0-109-176-100;99350182097;3614220077611;RIM - OMG BRILLO LABIAL - 100;5062;DIS;DIS;COTY;026;584;02;23;597
0-109-539-200;99350200524;3616305500205;RIM - TS LIP LATEX - 200 SO PEACHY;5056;DIS;DIS;COTY;026;584;03;12;1167
0-412-840-160;99350180092;3616304825811;RIM-TST BASE LASTING FINISH HB 35HS -160;3184;DIS;DIS;COTY;026;584;04;11;198
0-061-536-374;99350168116;3616304530265;SH - PURE RENOVATION MATCHA LOVE 374;4151;DIS;DIS;COTY;026;585;01;98;69
0-409-529-500;99350161627;3616304354472;RIM-TST LABIAL LIQ LASTING M MATTE -500;3144;DIS;DIS;COTY;026;585;02;87;117
0-412-125-030;34651003030;3614226917232;RIM - TST CORRECT LASTING RADIANCE - 030;3282;DIS;DIS;COTY;026;585;03;61;360
0-112-210-050;99350062626;3616301273172;RIM - MULTITSK CORRECT - 050;4043;E32;DIS;COTY;026;585;04;50;126
0-111-500-007;99350184132;3616304784729;RIM - WONDER SHAD STICK - 007;4348;DIS;CUA;COTY;026;586;01;85;429
0-112-420-400;99350225996;3616304825187;RIM - LF BASE 35HS - 400;4312;DIS;DIS;COTY;026;586;02;61;54
0-412-829-150;99350122353;3616302990306;RIM-TST BASE KIND & FREE SKIN TINT - 150;3317;DIS;DIS;COTY;026;586;03;38;200
0-409-042-004;99350200488;3616305499912;TST OH MY GLOSS LIP OIL 004 VIVID RED;4222;DIS;DIS;COTY;026;586;04;89;360
0-412-840-100;99350180081;3616304824937;RIM-TST BASE LASTING FINISH HB 35HS -100;3320;DIS;DIS;COTY;026;591;01;47;25
0-409-529-600;99350161635;3616304354557;RIM-TST LABIAL LIQ LASTING M MATTE -600;3163;DIS;DIS;COTY;026;591;02;48;117
0-409-221-040;34857468040;3614221093160;RIM - TST LABIAL BARRA LF NUDE - 040;3159;DIS;DIS;COTY;026;591;03;61;286
0-293-000-430;8835-;7891182014601;RISQUE- MACA DO AMOR 430;5168C1         ;DIS;DIS;COTY;026;591;04;20;138
0-112-929-002;99350170536;3616301524519;RIM - HIGHLIGHTER POLVO - 002;4325;DIS;DIS;COTY;026;591;20;71;1725
0-256-213-;99350160413;3616304892806;DB INSTINCT BOLD EDP 75ML;5014;DIS;DIS;COTY;026;591;30;84;1298
0-210-024-;10000008090;3607348938230;NAU - VOYAGE N83 100ML EDT;5015;DIS;DIS;COTY;026;591;40;23;984
0-112-900-040;99350212462;3616305714923;RIM - MULTITSK BASE-CORR - 040;4248;DIS;DIS;COTY;026;591;60;95;5109
0-192-031-075;99350029459;3614227962880;MF - MIR TOUCH FND GOLDEN 75;4075;DIS;DIS;COTY;026;592;01;93;13
0-409-042-004;99350200488;3616305499912;TST OH MY GLOSS LIP OIL 004 VIVID RED;4036;DIS;DIS;COTY;026;592;02;61;66
0-112-816-100;99350083487;3614220954011;RIM - MATCHP BASE - 100;5133;DIS;DIS;COTY;026;592;03;67;201
0-409-345-730;99350055331;3616301231332;RIM-TST LABIAL BARRA LF EXTR MATTE -730;3340;DIS;DIS;COTY;026;592;04;80;450
0-210-024-;10000008090;3607348938230;NAU - VOYAGE N83 100ML EDT;4312;DIS;DIS;COTY;026;592;20;47;11
0-062-214-;99350209758;3616305064356;PAP PARIS EDP 100ML;4339S1         ;DIS;DIS;COTY;026;592;30;6;1223
0-112-074-001;99350201044;3616305502490;RIM - MATCHP POLVO - 001;4319;DIS;DIS;COTY;026;592;40;66;1005
0-256-109-;99350197784;3616305439727;DB CL XM24 SET EDT50 SG200 IV;4178;DIS;DIS;COTY;026;592;50;40;444
0-109-529-940;99350161575;3616304350429;RIM - LAST MEGA MAT LAB LIQ - 940;4018;DIS;DIS;COTY;026;593;01;41;117
0-412-125-010;34651003010;3614226917218;RIM - TST CORRECT LASTING RADIANCE - 010;4309;DIS;DIS;COTY;026;593;02;87;360
0-409-529-500;99350161627;3616304354472;RIM-TST LABIAL LIQ LASTING M MATTE -500;3282;DIS;DIS;COTY;026;593;03;84;117
0-293-000-013;26604-;7891350040487;RISQUE - CREM AMAR;4264C1         ;DIS;DIS;COTY;026;593;04;10;144
0-112-211-004;99350059860;3616301173038;RIM - NAT BRONZER POLVO - 004;5118;DIS;DIS;COTY;026;594;01;57;3
0-112-210-085;99350186941;3616305120946;RIM - MULTITSK CORRECT - 085;3346;DIS;DIS;COTY;026;594;02;91;300
0-412-210-030;99350062643;3616301273349;RIM - TST CORRECT MULTITASKER - 030;5006;DIS;DIS;COTY;026;594;03;85;336
0-412-125-030;34651003030;3614226917232;RIM - TST CORRECT LASTING RADIANCE - 030;3282;DIS;DIS;COTY;026;594;04;64;126
0-409-529-200;99350161641;3616304354618;RIM-TST LABIAL LIQ LASTING M MATTE -200;3158;DIS;DIS;COTY;026;595;01;69;234
0-112-816-301;99350083500;3614220954097;RIM - MATCHP BASE - 301;4348;DIS;DIS;COTY;026;595;02;7;108
0-293-558-003;26277-;7891350039726;RISQUE - CRIPTO ROSA;5035C1         ;DIS;DIS;COTY;026;595;03;70;144
0-112-900-090;99350212455;3616305714855;RIM - MULTITSK BASE-CORR - 090;4260;DIS;DIS;COTY;026;595;04;56;46
0-409-529-200;99350161641;3616304354618;RIM-TST LABIAL LIQ LASTING M MATTE -200;3285;DIS;DIS;COTY;026;596;01;3;234
0-111-549-002;99350179391;3616304772191;RIM - K&F LASHLOAD MAS - BROWN BLACK 002;5071;DIS;DIS;COTY;026;596;02;80;576
0-109-529-110;99350161580;3616304350474;RIM - LAST MEGA MAT LAB LIQ - 110;4080;DIS;DIS;COTY;026;596;03;93;123
0-112-816-300;99350083499;3614220954080;RIM - MATCHP BASE - 300;5070;DIS;DIS;COTY;026;596;04;64;252
0-112-401-210;99350228011;3616306361928;RIM - KF BASE MATTE - 210;5072;DIS;DIS;COTY;026;601;02;47;204
0-061-536-377;99350186694;3616305141811;SH - PURE RENOVATION THYME OFF 377;4190;DIS;DIS;COTY;026;601;03;94;141
0-112-900-060;99350212461;3616305714916;RIM - MULTITSK BASE-CORR - 060;4257;DIS;DIS;COTY;026;601;04;31;288
0-112-131-001;34222299001;3614226985835;RIM - BLUSH POLVO - 001;50234;DIS;DIS;COTY;026;601;20;66;303
0-256-213-;99350160413;3616304892806;DB INSTINCT BOLD EDP 75ML;5014;E32;DIS;COTY;026;601;30;68;1580
0-210-018-;99350078119;031655531908;NAUTICA VOYAGE 100 ML MALE;5023;DIS;DIS;COTY;026;601;40;90;1176
0-146-126-;99350245346;3616307080750;ADI - VIBES ZNE BM 236ML;5083;DIS;DIS;COTY;026;601;50;80;1200
0-412-840-303;99350180094;3616304825842;RIM-TST BASE LASTING FINISH HB 35HS -303;4050;DIS;DIS;COTY;026;602;01;57;200
0-061-558-762;99350170098;074170451856;SH - MG VEG LEAF ME BE 762;5053;DIS;DIS;COTY;026;602;02;82;141
0-061-600-565;99350177875;074170476217;SH - ID RENO 2 POWERSLIDE 565;4310;DIS;DIS;COTY;026;602;03;11;138
0-412-420-200;99350226029;3616304825828;RIM TST LASTING FINISH 35H 200;4221;DIS;DIS;COTY;026;602;04;5;200
0-112-420-100;99350225992;3616304825057;RIM - LF BASE 35HS - 100;4134;DIS;DIS;COTY;026;602;20;39;1350
0-062-111-001;99350241637;8413161017053;PAP EDT NS 100 ML IV;5021;DIS;DIS;COTY;026;602;50;96;1080
0-062-111-001;99350241637;8413161017053;PAP EDT NS 100 ML IV;5021;DIS;DIS;COTY;026;602;60;94;1080
0-409-523-400;99350105546;3616302738038;RIM -TST LABIAL LIQ LAST PROVOCALIPS-400;3269;DIS;DIS;COTY;026;603;01;81;138
0-412-210-030;99350062643;3616301273349;RIM - TST CORRECT MULTITASKER - 030;4191;DIS;DIS;COTY;026;603;02;2;110
0-409-529-810;99350161629;3616304354496;RIM-TST LABIAL LIQ LASTING M MATTE -810;3345;DIS;DIS;COTY;026;603;03;82;30
0-412-816-200;99350083532;3614220954219;MATCH PERFECTION FOUNDATION REL  200 TST;3269;DIS;DIS;COTY;026;603;04;32;198
0-109-529-110;99350161580;3616304350474;RIM - LAST MEGA MAT LAB LIQ - 110;4183;DIS;DIS;COTY;026;604;01;36;117
0-191-011-015;33400004015;8005610629612;MF - LIPFINITY VELVET MATTE 015 NUDE;4312;DIS;DIS;COTY;026;604;02;57;96
0-410-224-090;2041022409004;2041022409004;RIM GWP SGEL N/P 12 ML PORCELAIN IV 090;2287;DIS;PAV;COTY;026;604;03;54;109
0-412-900-040;99350212471;3616305715012;RIM - TST BASE CORRECT MULTITASKER - 40;5008;DIS;DIS;COTY;026;604;04;69;144
0-191-031-001;99350194664;3616305243263;MF - 2000 CAL MELTING ICE 001;4214;DIS;DIS;COTY;026;605;01;32;93
0-409-345-180;99350055319;3616301231219;RIM-TST LABIAL BARRA LF EXTR MATTE -180;3331;DIS;DIS;COTY;026;605;02;52;90
0-109-529-600;99350161588;3616304350559;RIM - LAST MEGA MAT LAB LIQ - 600;4183;DIS;DIS;COTY;026;605;03;99;225
0-192-060-101;99350079529;50683369;MF - LASTING PERFOMANCE IVORY BEIGE 101;4025;DIS;CUA;COTY;026;605;04;66;261
0-412-900-055;99350212468;3616305714985;RIM - TST BASE CORRECT MULTITASKER - 55;4256;DIS;DIS;COTY;026;606;01;47;72
0-112-400-160;99350227961;3616306361515;RIM - KF BASE HIDR - 160;5087;DIS;DIS;COTY;026;606;02;28;102
0-191-011-045;33400004045;8005610629858;MF - LIPFINITY VELVET MATTE 045 P PINK;4190;DIS;DIS;COTY;026;606;03;81;93
0-112-900-060;99350212461;3616305714916;RIM - MULTITSK BASE-CORR - 060;4235;DIS;DIS;COTY;026;606;04;81;216
0-409-529-200;99350161641;3616304354618;RIM-TST LABIAL LIQ LASTING M MATTE -200;3285;DIS;DIS;COTY;026;611;01;9;117
0-412-840-400;99350180091;3616304825866;RIM-TST BASE LASTING FINISH HB 35HS -400;3208;DIS;DIS;COTY;026;611;02;67;69
0-062-111-001;99350241637;8413161017053;PAP EDT NS 100 ML IV;5126;DIS;DIS;COTY;026;611;03;40;11
0-146-174-;99350198969;3616305447197;ADI CHILL ZONE EDP 100ML;4250;DIS;DIS;COTY;026;611;20;99;504
0-112-189-005;99350197769;3616305401014;RIM - MULTITSK BASE - 005;4297;DIS;DIS;COTY;026;611;30;12;1724
0-112-420-407;99350226256;3616304825200;RIM - LF BASE 35HS - 407;5112;DIS;DIS;COTY;026;611;40;56;2592
0-256-114-;99350157669;3616303461980;DB BLUE EDT 100ML;4339;DIS;DIS;COTY;026;611;50;21;1260
0-111-059-001;34003656001;3607344174083;RIM - GLAM EYES DELIN LIQ - BLACK 001;5087;DIS;DIS;COTY;026;612;01;38;501
0-409-529-940;99350161638;3616304354588;RIM-TST LABIAL LIQ LASTING M MATTE -940;3156;DIS;DIS;COTY;026;612;02;52;234
0-111-550-003;99350182090;3616304776328;RIM - T SEEKER MASC - BLACK WP 003;5051;DIS;DIS;COTY;026;612;03;12;372
0-409-529-700;99350161630;3616304354502;RIM-TST LABIAL LIQ LASTING M MATTE -700;3300;DIS;DIS;COTY;026;612;04;77;468
0-109-042-000;99350200482;3616305499882;RIM - LIP OIL BRILLO LABIAL - 000;4282;DIS;DIS;COTY;026;612;20;22;3054
0-061-130-;99350051412;074170451177;SH - INSTA DRI ANTI CHIP LATIN N;5024;DIS;DIS;COTY;026;612;30;84;3456
0-210-024-;10000008090;3607348938230;NAU - VOYAGE N83 100ML EDT;5015;DIS;DIS;COTY;026;612;40;28;1176
0-109-042-003;99350200480;3616305499868;RIM - LIP OIL BRILLO LABIAL - 003;4284;DIS;DIS;COTY;026;612;50;44;1635
0-061-170-;99350051407;074170450958;SH - DIAMOND STRENGTH HDR N;5079;DIS;DIS;COTY;026;612;60;19;2592
0-112-088-002;34776203002;5012874032945;RIM - HIDE THE B POLVO - 002;5028;DIS;DIS;COTY;026;613;01;62;342
0-112-189-006;99350197767;3616305400994;RIM - MULTITSK BASE - 006;4157;DIS;DIS;COTY;026;613;02;33;144
0-412-210-085;99350186942;3616305121028;RIM - TST CORRECT MULTITASKER - 085;3178;DIS;DIS;COTY;026;613;03;91;69
0-556-203-;99350160416;3616304892820;DB INSTINCT EDP 75ML TST;4261;DIS;DIS;COTY;026;613;04;97;11
0-109-529-810;99350161591;3616304350580;RIM - LAST MEGA MAT LAB LIQ - 810;3342;DIS;DIS;COTY;026;614;01;79;117
0-112-420-203;99350226002;3616304825125;RIM - LF BASE 35HS - 203;4071;DIS;DIS;COTY;026;614;02;86;159
0-256-203-;99350160411;3616304892783;DB INSTINCT EDP 75ML;4334;DIS;DIS;COTY;026;614;03;38;10
0-412-828-020;99350122268;3616302989720;RIM - TST CORRECT KIND & FREE - 020;4288;DIS;DIS;COTY;026;614;04;65;237
0-112-088-103;34776203103;5012874125456;RIM - HIDE THE B POLVO - 003;4253;DIS;DIS;COTY;026;615;01;12;339
0-409-529-900;99350161640;3616304354601;RIM-TST LABIAL LIQ LASTING M MATTE -900;4313;DIS;CUA;COTY;026;615;03;21;117
0-111-547-002;99350185107;3616304788444;RIM - T SEEKER MASC - PCH BLACK 002;4004;DIS;DIS;COTY;026;615;04;64;360
0-192-031-080;99350029450;3614227962897;MF - MIR TOUCH FND BRONZE 80;5058;DIS;DIS;COTY;026;616;01;51;117
0-112-420-200;99350226003;3616304825101;RIM - LF BASE 35HS - 200;4149;DIS;DIS;COTY;026;616;02;7;216
0-412-210-060;99350062641;3616301273325;RIM - TST CORRECT MULTITASKER - 060;4134;DIS;DIS;COTY;026;616;03;73;420
0-191-027-025;99350147912;96137581;MF - CE LIPSTICK MATTES BLUSH 025;4277;DIS;DIS;COTY;026;616;04;55;285
0-409-529-700;99350161630;3616304354502;RIM-TST LABIAL LIQ LASTING M MATTE -700;3086;DIS;DIS;COTY;026;621;01;35;12
0-109-529-110;99350161580;3616304350474;RIM - LAST MEGA MAT LAB LIQ - 110;4183;DIS;DIS;COTY;026;621;02;68;699
0-112-408-;99350210054;3616305705174;RIM - MULTITSK SET SPRAY;5118;DIS;DIS;COTY;026;621;03;64;45
0-112-088-103;34776203103;5012874125456;RIM - HIDE THE B POLVO - 003;4338;DIS;DIS;COTY;026;621;04;4;684
0-293-000-390;8772-;7891182019996;RISQUE- ESCARLATE 390;5114C1         ;DIS;DIS;COTY;026;621;30;88;3162
0-233-014-;99350210510;3616305265784;UEFA 11 EDT 100ml;4211;DIS;DIS;COTY;026;621;40;55;827
0-210-018-;99350078119;031655531908;NAUTICA VOYAGE 100 ML MALE;5023;DIS;DIS;COTY;026;621;50;20;1176
0-211-905-;7795646119058;7795646119058;COFRE NAU PBLUE 100ML + VOYAGE 50ML;3327;DIS;DIS;COTY;026;621;60;84;222
0-192-069-040;99350101480;3616302638697;MF - MIRACLE FND LIGHT IVORY 40;4330;DIS;DIS;COTY;026;622;01;36;150
0-111-404-001;34856918001;3614228690645;RIM - SCANDALEYES PRIMER MASC - 001;5077;DIS;DIS;COTY;026;622;02;81;6
0-412-829-410;99350122351;3616302990283;RIM-TST BASE KIND & FREE SKIN TINT - 410;4051;DIS;DIS;COTY;026;622;03;80;400
0-112-210-085;99350186941;3616305120946;RIM - MULTITSK CORRECT - 085;3346;DIS;DIS;COTY;026;622;04;79;270
0-146-194-;99350198977;3616305447159;ADI HAPPY FEELS EDP 100ML;4253;DIS;DIS;COTY;026;622;20;79;407
0-210-018-;99350078119;031655531908;NAUTICA VOYAGE 100 ML MALE;5023;DIS;DIS;COTY;026;622;30;38;1176
0-112-420-407;99350226256;3616304825200;RIM - LF BASE 35HS - 407;5112;DIS;DIS;COTY;026;622;40;71;2214
0-412-900-090;99350212474;3616305715043;RIM - TST BASE CORRECT MULTITASKER - 90;4227;DIS;DIS;COTY;026;623;01;47;72
0-192-061-010;99350082837;96099285;MF - FACEFINITY BLUSH NUDE MAUVE 10;424707;DIS;CUA;COTY;026;623;02;81;69
0-112-210-085;99350186941;3616305120946;RIM - MULTITSK CORRECT - 085;4247;DIS;DIS;COTY;026;623;03;8;102
0-112-210-085;99350186941;3616305120946;RIM - MULTITSK CORRECT - 085;4247;DIS;DIS;COTY;026;623;04;22;538
0-112-420-160;99350226008;3616304825088;RIM - LF BASE 35HS - 160;4220;DIS;DIS;COTY;026;624;01;85;51
0-412-210-040;99350062633;3616301273240;RIM - TST CORRECT MULTITASKER - 040;4187;DIS;DIS;COTY;026;624;02;87;169
0-293-000-410;8757-;7891182810142;RISQUE- REBU 410;5060C1         ;DIS;DIS;COTY;026;624;03;17;138
0-061-534-370;99350137364;074170457889;SH - PURE RENOVATION CRYSTAL BLUE 370;4233;DIS;DIS;COTY;026;624;04;64;434
0-111-500-005;99350184129;3616304784699;RIM - WONDER SHAD STICK - 005;4293;DIS;CUA;COTY;026;625;01;47;429
0-112-400-150;99350227954;3616306361447;RIM - KF BASE HIDR - 150;5027;DIS;DIS;COTY;026;625;02;64;204
0-293-112-005;25439-;7891350038347;RISQUE - VERMELHO FELICIDADE;5139C1         ;DIS;DIS;COTY;026;625;03;71;570
0-191-027-020;99350147906;96137574;MF - CE LIPSTICK MATTES ROSE 020;4103;DIS;DIS;COTY;026;625;04;23;285
0-061-217-269;99350213699;3616305721129;SH - CT SOLIDARITY DOVE  269;4319;DIS;DIS;COTY;026;626;01;99;72
0-112-900-055;99350212459;3616305714893;RIM - MULTITSK BASE-CORR - 055;4253;DIS;DIS;COTY;026;626;02;47;288
0-112-131-001;34222299001;3614226985835;RIM - BLUSH POLVO - 001;51136;DIS;DIS;COTY;026;626;03;8;618
0-192-081-040;99350155522;3616303999339;MF - FF ADF D5 FREE BASE LIGHT IVORY 40;4106;DIS;DIS;COTY;026;626;04;50;51
0-112-816-200;99350083494;3614220954059;RIM - MATCHP BASE - 200;5098;DIS;DIS;COTY;026;631;01;57;99
0-409-042-003;99350200487;3616305499905;TST OH MY GLOSS LIP OIL 003 BERRY PINK;4053;DIS;DIS;COTY;026;631;02;73;48
0-061-536-363;99350186695;3616305141828;SH - PURE RENOVATION IRISITIBLE 363;4176;DIS;DIS;COTY;026;631;04;3;213
